version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 123456789012 eni-e3580e90 192.168.1.1 120.16.188.248 35284 443 6 547 670075 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 120.16.188.248 192.168.1.1 443 35284 6 388 319448 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.228 443 50027 6 388 319448 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.34 192.168.1.1 41696 80 6 616 457072 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 16.196.247.74 42349 80 6 616 457072 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 16.196.247.74 192.168.1.1 80 42349 6 416 745976 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.34 80 41696 6 416 745976 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.110 192.168.1.1 44019 80 6 431 355144 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 115.70.48.143 57817 80 6 431 355144 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 115.70.48.143 192.168.1.1 80 57817 6 118 413760 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.110 80 44019 6 118 413760 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.87 192.168.1.1 49241 80 6 898 1119806 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 207.51.53.232 37408 80 6 898 1119806 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 207.51.53.232 192.168.1.1 80 37408 6 365 1074906 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.87 80 49241 6 365 1074906 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.202 192.168.1.1 43098 80 6 374 433092 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 231.214.219.246 49493 80 6 374 433092 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 231.214.219.246 192.168.1.1 80 49493 6 241 387090 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.1.202 80 43098 6 241 387090 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.98 192.168.1.1 33735 443 6 139 77979 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 178.172.3.158 42911 443 6 139 77979 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 178.172.3.158 192.168.1.1 443 42911 6 715 155263 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.98 443 33735 6 715 155263 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.149 192.168.1.1 55581 80 6 991 1098028 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 56.46.12.204 43430 80 6 991 1098028 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 56.46.12.204 192.168.1.1 80 43430 6 270 876044 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.149 80 55581 6 270 876044 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.117 192.168.1.1 33994 80 6 205 145960 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 28.131.211.197 44765 80 6 205 145960 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 28.131.211.197 192.168.1.1 80 44765 6 434 212585 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.117 80 33994 6 434 212585 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.27 192.168.1.1 60469 443 6 174 244122 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 133.5.110.215 32787 443 6 174 244122 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 133.5.110.215 192.168.1.1 443 32787 6 936 206886 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.27 443 60469 6 936 206886 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.145 192.168.1.1 53270 80 6 734 918234 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 155.131.68.149 47363 80 6 734 918234 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 155.131.68.149 192.168.1.1 80 47363 6 10 722256 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.1.145 80 53270 6 10 722256 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.26 192.168.1.1 40966 443 6 370 472120 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 207.51.53.232 57578 443 6 370 472120 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 207.51.53.232 192.168.1.1 443 57578 6 536 323380 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.26 443 40966 6 536 323380 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.27 192.168.1.1 45995 80 6 920 1363440 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 162.170.138.224 38100 80 6 920 1363440 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 162.170.138.224 192.168.1.1 80 38100 6 546 781080 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.27 80 45995 6 546 781080 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.99 192.168.1.1 55576 80 6 910 1204840 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 178.172.3.158 48695 80 6 910 1204840 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 178.172.3.158 192.168.1.1 80 48695 6 498 989170 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.99 80 55576 6 498 989170 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.87 192.168.1.1 44450 443 6 910 994630 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 39.167.208.248 32780 443 6 910 994630 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 39.167.208.248 192.168.1.1 443 32780 6 225 471380 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.87 443 44450 6 225 471380 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.134 192.168.1.1 43374 443 6 843 1046163 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 61.209.25.155 59379 443 6 843 1046163 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 61.209.25.155 192.168.1.1 443 59379 6 53 1180200 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.134 443 43374 6 53 1180200 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.79 192.168.1.1 56675 443 6 11 6633 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 145.253.190.189 54138 443 6 11 6633 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 145.253.190.189 192.168.1.1 443 54138 6 967 9746 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.79 443 56675 6 967 9746 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.5.151 192.168.1.1 45163 80 6 554 608292 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 56.46.12.204 50295 80 6 554 608292 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 56.46.12.204 192.168.1.1 80 50295 6 759 524084 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.5.151 80 45163 6 759 524084 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.110 192.168.1.1 46715 80 6 888 1057608 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 28.131.211.197 56027 80 6 888 1057608 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 28.131.211.197 192.168.1.1 80 56027 6 672 711288 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.110 80 46715 6 672 711288 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.20 192.168.1.1 33439 80 6 192 271488 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 26.224.25.240 46866 80 6 192 271488 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 26.224.25.240 192.168.1.1 80 46866 6 175 188352 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.20 80 33439 6 175 188352 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.5.99 192.168.1.1 56331 443 6 319 163647 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.216.236.203 37839 443 6 319 163647 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.216.236.203 192.168.1.1 443 37839 6 36 362384 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.5.99 443 56331 6 36 362384 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.238 192.168.1.1 46419 80 6 409 453990 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 56.46.12.204 33795 80 6 409 453990 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 56.46.12.204 192.168.1.1 80 33795 6 955 349286 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.238 80 46419 6 955 349286 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.175 192.168.1.1 42327 80 6 950 1372750 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.7.40.134 43404 80 6 950 1372750 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.7.40.134 192.168.1.1 80 43404 6 647 1055450 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.175 80 42327 6 647 1055450 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.205 192.168.1.1 48138 80 6 621 591813 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 56.46.12.204 50396 80 6 621 591813 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 56.46.12.204 192.168.1.1 80 50396 6 486 555795 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.205 80 48138 6 486 555795 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.27 192.168.1.1 40819 80 6 516 559860 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 53.169.81.131 40791 80 6 516 559860 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 53.169.81.131 192.168.1.1 80 40791 6 330 730140 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.27 80 40819 6 330 730140 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.228 192.168.1.1 48633 80 6 538 559520 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 120.180.62.223 50104 80 6 538 559520 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 120.180.62.223 192.168.1.1 80 50104 6 371 407266 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.228 80 48633 6 371 407266 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.78 192.168.1.1 46066 80 6 673 422644 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 61.209.25.155 56828 80 6 673 422644 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 61.209.25.155 192.168.1.1 80 56828 6 775 522921 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.1.78 80 46066 6 775 522921 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.87 192.168.1.1 34871 443 6 112 75488 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 66.78.28.114 50226 443 6 112 75488 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 66.78.28.114 192.168.1.1 443 50226 6 628 98000 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.87 443 34871 6 628 98000 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.149 192.168.1.1 47678 80 6 740 381100 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.7.40.134 59041 80 6 740 381100 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.7.40.134 192.168.1.1 80 59041 6 533 847300 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.149 80 47678 6 533 847300 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.78 192.168.1.1 35242 443 6 317 445068 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.173.203.112 33033 443 6 317 445068 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.173.203.112 192.168.1.1 443 33033 6 582 198759 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.1.78 443 35242 6 582 198759 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.78 192.168.1.1 60483 80 6 113 139329 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.7.40.134 52912 80 6 113 139329 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.7.40.134 192.168.1.1 80 52912 6 90 76388 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.1.78 80 60483 6 90 76388 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.138 192.168.1.1 45443 80 6 392 226576 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 115.70.48.143 52928 80 6 392 226576 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 115.70.48.143 192.168.1.1 80 52928 6 628 390824 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.1.138 80 45443 6 628 390824 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.162 192.168.1.1 36267 443 6 451 420783 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 66.78.28.114 42049 443 6 451 420783 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 66.78.28.114 192.168.1.1 443 42049 6 877 618321 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.162 443 36267 6 877 618321 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.106 192.168.1.1 42055 80 6 638 627792 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 56.46.12.204 46152 80 6 638 627792 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 56.46.12.204 192.168.1.1 80 46152 6 858 496364 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.106 80 42055 6 858 496364 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.202 192.168.1.1 37541 443 6 337 490672 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 39.167.208.248 33587 443 6 337 490672 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 39.167.208.248 192.168.1.1 443 33587 6 161 462701 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.1.202 443 37541 6 161 462701 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.114 192.168.1.1 39641 80 6 831 850944 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 194.121.217.213 54222 80 6 831 850944 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 194.121.217.213 192.168.1.1 80 54222 6 67 947340 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.114 80 39641 6 67 947340 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.162 192.168.1.1 34926 443 6 742 466718 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 207.51.53.232 55654 443 6 742 466718 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 207.51.53.232 192.168.1.1 443 55654 6 512 557984 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.162 443 34926 6 512 557984 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.162 192.168.1.1 52309 80 6 970 776970 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 66.78.28.114 60095 80 6 970 776970 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 66.78.28.114 192.168.1.1 80 60095 6 298 1152360 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.162 80 52309 6 298 1152360 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.5.186 192.168.1.1 40499 80 6 180 163980 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.173.203.112 42255 80 6 180 163980 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.173.203.112 192.168.1.1 80 42255 6 608 226440 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.5.186 80 40499 6 608 226440 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.175 192.168.1.1 46796 80 6 592 330928 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 252.212.182.228 52103 80 6 592 330928 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 252.212.182.228 192.168.1.1 80 52103 6 144 763680 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.175 80 46796 6 144 763680 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.205 192.168.1.1 45524 443 6 89 103596 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 155.36.235.41 42148 443 6 89 103596 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 155.36.235.41 192.168.1.1 443 42148 6 545 65682 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.205 443 45524 6 545 65682 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.3.175 192.168.1.1 44402 443 6 254 283718 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 18.83.14.191 38648 443 6 254 283718 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 18.83.14.191 192.168.1.1 443 38648 6 803 332740 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.3.175 443 44402 6 803 332740 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.215 192.168.1.1 39419 80 6 267 304380 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 157.21.48.30 36093 80 6 267 304380 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 157.21.48.30 192.168.1.1 80 36093 6 712 375135 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.215 80 39419 6 712 375135 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.149 192.168.1.1 53249 443 6 216 291600 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 26.224.25.240 50309 443 6 216 291600 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 26.224.25.240 192.168.1.1 443 50309 6 424 115560 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.149 443 53249 6 424 115560 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.79 192.168.1.1 53847 80 6 931 1242885 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.141.143.169 49188 80 6 931 1242885 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.141.143.169 192.168.1.1 80 49188 6 776 995239 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.79 80 53847 6 776 995239 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.215 192.168.1.1 44758 443 6 759 979110 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 120.180.62.223 52947 443 6 759 979110 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 120.180.62.223 192.168.1.1 443 52947 6 412 602646 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.215 443 44758 6 412 602646 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.117 192.168.1.1 55952 443 6 215 254990 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 129.147.174.240 48999 443 6 215 254990 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 129.147.174.240 192.168.1.1 443 48999 6 133 181030 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.117 443 55952 6 133 181030 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.114 192.168.1.1 49316 443 6 335 231820 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 101.58.70.193 36531 443 6 335 231820 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 101.58.70.193 192.168.1.1 443 36531 6 553 274030 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.114 443 49316 6 553 274030 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.27 192.168.1.1 37871 443 6 280 222600 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.7.40.134 42908 443 6 280 222600 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.7.40.134 192.168.1.1 443 42908 6 970 387520 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.27 443 37871 6 970 387520 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.238 192.168.1.1 56145 443 6 828 552276 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 195.123.187.66 34284 443 6 828 552276 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 195.123.187.66 192.168.1.1 443 34284 6 680 728640 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.238 443 56145 6 680 728640 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.15 192.168.1.1 46436 443 6 495 674190 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 20.7.40.134 51174 443 6 495 674190 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 20.7.40.134 192.168.1.1 443 51174 6 702 472230 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.15 443 46436 6 702 472230 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.4.42 192.168.1.1 58917 443 6 532 554344 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 26.42.23.184 60268 443 6 532 554344 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 26.42.23.184 192.168.1.1 443 60268 6 322 450604 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.4.42 443 58917 6 322 450604 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.61 192.168.1.1 38551 80 6 305 376065 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 120.180.62.223 46240 80 6 305 376065 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 120.180.62.223 192.168.1.1 80 46240 6 752 453840 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.61 80 38551 6 752 453840 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.20 192.168.1.1 40262 443 6 960 1334400 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 16.196.247.74 35705 443 6 960 1334400 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 16.196.247.74 192.168.1.1 443 35705 6 322 550080 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.20 443 40262 6 322 550080 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.2.61 192.168.1.1 53336 80 6 942 1343292 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 195.123.187.66 60363 80 6 942 1343292 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 195.123.187.66 192.168.1.1 80 60363 6 13 1104024 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.2.61 80 53336 6 13 1104024 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.205 192.168.1.1 50711 443 6 910 1336790 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 53.237.210.183 35821 443 6 910 1336790 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 53.237.210.183 192.168.1.1 443 35821 6 391 692510 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 192.168.6.205 443 50711 6 391 692510 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.6.158 192.168.1.1 42356 443 6 252 376740 1556000000 1556000120 ACCEPT OK
2 123456789012 eni-e3580e90 192.168.1.1 133.5.110.215 53765 443 6 252 376740 1556000000 1556000120 ACCEPT OK
